Nombre (AFORE),Estado,latitud,longitud,PEA
COPPEL,Nayarit,21.2362463,-104.8991919,32701.05
COPPEL,Nayarit,21.7513844,-104.8454619,32701.05
COPPEL,Nayarit,21.9451717,-105.3006793,32701.05
COPPEL,Nayarit,21.5057363,-104.8938546,32701.05
COPPEL,Nayarit,21.5129981,-104.8921896,32701.05
COPPEL,Nayarit,22.2670468,-105.4185227,32701.05
COPPEL,Nayarit,21.5113041,-104.8950863,32701.05
COPPEL,Nayarit,21.452397,-104.898454,32701.05
SURA,Nayarit,21.5080907,-104.8938204,32701.05
CITIBANAMEX,Nayarit,21.5162793,-104.8798798,32701.05
XXI-BANORTE,Nayarit,21.4998373,-104.8977777,32701.05
AZTECA,Nayarit,21.5120148,-104.8937634,32701.05
Nuevo CAP,Nayarit,21.60058749,-104.9710614,1
INBURSA,Nuevo León,25.5894554,-100.0024014,46750.71
INBURSA,Nuevo León,25.707673,-100.2686444,46750.71
INBURSA,Nuevo León,25.6537584,-100.3519444,46750.71
PROFUTURO,Nuevo León,25.7234926,-100.2241421,46750.71
PROFUTURO,Nuevo León,25.6751121,-100.3075992,46750.71
INVERCAP,Nuevo León,25.6850452,-100.2691179,46750.71
INVERCAP,Nuevo León,25.6643765,-100.3119986,46750.71
INVERCAP,Nuevo León,25.760647,-100.3008569,46750.71
INVERCAP,Nuevo León,25.6766714,-100.4499832,46750.71
PENSIONISSSTE,Nuevo León,25.7001902,-100.3093165,46750.71
PENSIONISSSTE,Nuevo León,25.671223,-100.337619,46750.71
COPPEL,Nuevo León,25.6731472,-100.3146093,46750.71
COPPEL,Nuevo León,25.7508285,-100.254958,46750.71
COPPEL,Nuevo León,25.672724,-100.4216764,46750.71
COPPEL,Nuevo León,25.7814786,-100.2572084,46750.71
COPPEL,Nuevo León,25.6577668,-100.1895211,46750.71
COPPEL,Nuevo León,25.6783285,-100.4378947,46750.71
COPPEL,Nuevo León,25.6760535,-100.3140086,46750.71
COPPEL,Nuevo León,25.7269104,-100.3436276,46750.71
COPPEL,Nuevo León,25.7879708,-100.3186607,46750.71
COPPEL,Nuevo León,25.67262,-100.3185038,46750.71
COPPEL,Nuevo León,25.6650694,-100.2277709,46750.71
COPPEL,Nuevo León,25.7729127,-100.3888318,46750.71
COPPEL,Nuevo León,25.6300295,-100.294019,46750.71
COPPEL,Nuevo León,25.6792092,-100.2321509,46750.71
COPPEL,Nuevo León,25.6612213,-100.1492426,46750.71
COPPEL,Nuevo León,25.7220253,-100.2036915,46750.71
COPPEL,Nuevo León,25.763928,-100.4108609,46750.71
COPPEL,Nuevo León,25.7711618,-100.2736388,46750.71
COPPEL,Nuevo León,25.7587032,-100.3546276,46750.71
COPPEL,Nuevo León,25.7431017,-100.1755716,46750.71
COPPEL,Nuevo León,25.592172,-99.9961947,46750.71
COPPEL,Nuevo León,25.6892957,-100.4545641,46750.71
COPPEL,Nuevo León,25.5055621,-100.0163892,46750.71
COPPEL,Nuevo León,24.8648471,-99.5671727,46750.71
COPPEL,Nuevo León,25.7054421,-100.2361806,46750.71
COPPEL,Nuevo León,25.6384982,-100.1554451,46750.71
COPPEL,Nuevo León,24.8590955,-99.5687388,46750.71
COPPEL,Nuevo León,25.7138384,-100.2553685,46750.71
COPPEL,Nuevo León,25.7109189,-100.1774698,46750.71
COPPEL,Nuevo León,25.6518382,-100.1112185,46750.71
COPPEL,Nuevo León,25.7996496,-100.2277709,46750.71
COPPEL,Nuevo León,25.7062838,-100.3396588,46750.71
COPPEL,Nuevo León,25.732275,-100.3960849,46750.71
COPPEL,Nuevo León,25.6800543,-100.2528929,46750.71
COPPEL,Nuevo León,25.6717179,-100.3148339,46750.71
COPPEL,Nuevo León,25.6949087,-100.3126053,46750.71
COPPEL,Nuevo León,25.7538401,-100.2972844,46750.71
COPPEL,Nuevo León,25.6663852,-100.3068087,46750.71
COPPEL,Nuevo León,25.6837128,-100.3142024,46750.71
COPPEL,Nuevo León,25.67389,-100.46394,46750.71
COPPEL,Nuevo León,25.9086072,-100.1696087,46750.71
COPPEL,Nuevo León,25.7017749,-100.3091555,46750.71
COPPEL,Nuevo León,25.7224186,-100.2161869,46750.71
COPPEL,Nuevo León,25.795865,-100.5840749,46750.71
SURA,Nuevo León,25.6780368,-100.3133067,46750.71
SURA,Nuevo León,25.592172,-99.9961947,46750.71
CITIBANAMEX,Nuevo León,25.667165,-100.2809202,46750.71
CITIBANAMEX,Nuevo León,25.6691484,-100.3341508,46750.71
XXI-BANORTE,Nuevo León,25.6780368,-100.3133067,46750.71
XXI-BANORTE,Nuevo León,25.674529,-100.2980156,46750.71
PRINCIPAL,Nuevo León,25.6578198,-100.3730182,46750.71
AZTECA,Nuevo León,25.6771548,-100.3199269,46750.71
Nuevo CAP,Nuevo León,25.66812518,-100.2539155,1
INBURSA,Oaxaca,16.1792059,-95.1940698,48883.17
INBURSA,Oaxaca,17.0363357,-96.7123274,48883.17
PROFUTURO,Oaxaca,17.0747048,-96.7131987,48883.17
INVERCAP,Oaxaca,17.0603633,-96.7174275,48883.17
PENSIONISSSTE,Oaxaca,17.077156,-96.706945,48883.17
COPPEL,Oaxaca,17.0441181,-96.7154203,48883.17
COPPEL,Oaxaca,18.0853231,-96.1277659,48883.17
COPPEL,Oaxaca,17.0612137,-96.7269049,48883.17
COPPEL,Oaxaca,17.0975432,-96.7494097,48883.17
COPPEL,Oaxaca,16.2009916,-95.2019032,48883.17
COPPEL,Oaxaca,17.0637447,-96.7253164,48883.17
COPPEL,Oaxaca,16.4332039,-95.0211406,48883.17
COPPEL,Oaxaca,17.8093331,-97.7752676,48883.17
COPPEL,Oaxaca,17.0599847,-96.7300612,48883.17
COPPEL,Oaxaca,17.0611031,-96.726265,48883.17
COPPEL,Oaxaca,17.059174,-96.725699,48883.17
COPPEL,Oaxaca,17.0613769,-96.7329763,48883.17
COPPEL,Oaxaca,17.0731842,-96.7265889,48883.17
COPPEL,Oaxaca,18.084869,-96.1245376,48883.17
COPPEL,Oaxaca,17.0622443,-96.7269676,48883.17
COPPEL,Oaxaca,17.0558794,-96.7483443,48883.17
COPPEL,Oaxaca,18.0963188,-96.1625459,48883.17
COPPEL,Oaxaca,18.1081426,-95.8808749,48883.17
COPPEL,Oaxaca,17.0542297,-96.7132304,48883.17
COPPEL,Oaxaca,15.8687548,-97.0700334,48883.17
COPPEL,Oaxaca,16.3348493,-95.2321381,48883.17
COPPEL,Oaxaca,16.4365645,-94.8233447,48883.17
COPPEL,Oaxaca,17.4598544,-97.2263963,48883.17
COPPEL,Oaxaca,18.1053188,-95.878916,48883.17
SURA,Oaxaca,17.0640875,-96.731961,48883.17
CITIBANAMEX,Oaxaca,17.0563686,-96.7246952,48883.17
CITIBANAMEX,Oaxaca,16.3408345,-98.0533147,48883.17
CITIBANAMEX,Oaxaca,16.1774751,-95.194418,48883.17
CITIBANAMEX,Oaxaca,18.0805696,-96.1204298,48883.17
XXI-BANORTE,Oaxaca,17.0755355,-96.7192343,48883.17
AZTECA,Oaxaca,17.0338493,-96.7144653,48883.17
Nuevo CAP,Oaxaca,17.10325235,-96.41146292,1
INBURSA,Puebla,18.8999228,-98.4280181,43161.24
INBURSA,Puebla,18.6006589,-98.4664135,43161.24
INBURSA,Puebla,19.8073073,-97.3663429,43161.24
INBURSA,Puebla,19.0475337,-98.2365801,43161.24
INBURSA,Puebla,19.0462428,-98.2027376,43161.24
INBURSA,Puebla,18.8815381,-97.7268598,43161.24
INBURSA,Puebla,18.4629073,-97.3851284,43161.24
PROFUTURO,Puebla,19.0509846,-98.2380339,43161.24
INVERCAP,Puebla,19.0471714,-98.1892187,43161.24
INVERCAP,Puebla,18.4639253,-97.4066188,43161.24
PENSIONISSSTE,Puebla,19.051696,-98.213072,43161.24
COPPEL,Puebla,19.0724274,-98.205558,43161.24
COPPEL,Puebla,19.054778,-98.2049944,43161.24
COPPEL,Puebla,19.0738204,-98.2355028,43161.24
COPPEL,Puebla,19.2783645,-98.4252454,43161.24
COPPEL,Puebla,18.4591261,-97.3915196,43161.24
COPPEL,Puebla,19.0000005,-98.2306973,43161.24
COPPEL,Puebla,19.049993,-98.154131,43161.24
COPPEL,Puebla,18.6028813,-98.4668462,43161.24
COPPEL,Puebla,19.0496985,-98.1983619,43161.24
COPPEL,Puebla,19.0696502,-98.2995779,43161.24
COPPEL,Puebla,19.2882225,-98.4257156,43161.24
COPPEL,Puebla,18.9084059,-98.4366618,43161.24
COPPEL,Puebla,18.8830318,-97.7281338,43161.24
COPPEL,Puebla,18.9640705,-98.2414198,43161.24
COPPEL,Puebla,19.9419454,-97.9612129,43161.24
COPPEL,Puebla,19.0603442,-98.1263837,43161.24
COPPEL,Puebla,18.9776126,-98.2183949,43161.24
COPPEL,Puebla,19.0716256,-98.1941746,43161.24
COPPEL,Puebla,19.0100937,-98.1870857,43161.24
COPPEL,Puebla,20.1905171,-97.9974374,43161.24
COPPEL,Puebla,18.4619266,-97.3937419,43161.24
COPPEL,Puebla,19.8151687,-97.3608807,43161.24
COPPEL,Puebla,18.4629947,-97.3935307,43161.24
COPPEL,Puebla,19.8196967,-97.3608249,43161.24
COPPEL,Puebla,18.9881294,-98.1971213,43161.24
COPPEL,Puebla,18.8981747,-98.4307946,43161.24
COPPEL,Puebla,19.029542,-98.2507987,43161.24
COPPEL,Puebla,19.0629302,-98.2324851,43161.24
COPPEL,Puebla,19.2859213,-98.433502,43161.24
COPPEL,Puebla,18.6036034,-98.4664135,43161.24
COPPEL,Puebla,19.0023378,-98.2217626,43161.24
COPPEL,Puebla,19.0753413,-98.2949657,43161.24
COPPEL,Puebla,19.0723784,-98.3166297,43161.24
COPPEL,Puebla,19.5060382,-98.8831503,43161.24
COPPEL,Puebla,18.8686197,-97.7171242,43161.24
COPPEL,Puebla,18.9799333,-97.7851508,43161.24
COPPEL,Puebla,18.4606246,-97.3891817,43161.24
COPPEL,Puebla,18.4856921,-97.4536556,43161.24
COPPEL,Puebla,25.6780368,-100.3133067,43161.24
COPPEL,Puebla,18.9636856,-97.9020053,43161.24
COPPEL,Puebla,19.4643657,-97.6880491,43161.24
COPPEL,Puebla,18.3781976,-97.2660023,43161.24
COPPEL,Puebla,19.0976743,-98.2208707,43161.24
COPPEL,Puebla,19.0424555,-98.0511705,43161.24
COPPEL,Puebla,18.979889,-97.7845136,43161.24
COPPEL,Puebla,19.8523754,-97.4978862,43161.24
COPPEL,Puebla,19.8728788,-97.5883822,43161.24
COPPEL,Puebla,20.2736368,-97.9579242,43161.24
SURA,Puebla,19.0006042,-98.229298,43161.24
SURA,Puebla,19.0748017,-98.2011558,43161.24
CITIBANAMEX,Puebla,19.0905075,-98.1343283,43161.24
CITIBANAMEX,Puebla,19.0413123,-98.2291164,43161.24
CITIBANAMEX,Puebla,18.4618147,-97.3942486,43161.24
CITIBANAMEX,Puebla,19.8143644,-97.3611092,43161.24
XXI-BANORTE,Puebla,19.0387659,-98.2252111,43161.24
XXI-BANORTE,Puebla,19.0584343,-98.2166414,43161.24
XXI-BANORTE,Puebla,18.4629947,-97.3935307,43161.24
PRINCIPAL,Puebla,19.0278951,-98.2087802,43161.24
AZTECA,Puebla,19.0437335,-98.1980244,43161.24
Nuevo CAP,Puebla,19.18540364,-98.04590891,1
INBURSA,Querétaro,20.5678926,-100.4136698,52781
INBURSA,Querétaro,20.3838613,-100.00835,52781
PROFUTURO,Querétaro,20.614165,-100.3878992,52781
INVERCAP,Querétaro,20.5887932,-100.3898881,52781
INVERCAP,Querétaro,20.386028,-99.9843576,52781
PENSIONISSSTE,Querétaro,20.394178,-99.984535,52781
PENSIONISSSTE,Querétaro,20.593007,-100.406277,52781
COPPEL,Querétaro,20.5881914,-100.3936146,52781
COPPEL,Querétaro,20.6161484,-100.4051557,52781
COPPEL,Querétaro,20.564026,-100.3747832,52781
COPPEL,Querétaro,20.3865581,-99.9696606,52781
COPPEL,Querétaro,20.6183557,-100.4379067,52781
COPPEL,Querétaro,20.5222735,-99.9004167,52781
COPPEL,Querétaro,20.547695,-100.391556,52781
COPPEL,Querétaro,20.6314881,-100.4066697,52781
COPPEL,Querétaro,20.5487144,-100.4400764,52781
SURA,Querétaro,20.5835935,-100.403488,52781
CITIBANAMEX,Querétaro,20.5881406,-100.3679282,52781
CITIBANAMEX,Querétaro,20.3866855,-99.9963073,52781
XXI-BANORTE,Querétaro,20.5864724,-100.3770645,52781
XXI-BANORTE,Querétaro,20.5876236,-100.3934215,52781
PRINCIPAL,Querétaro,20.591681,-100.39752,52781
AZTECA,Querétaro,20.5932402,-100.3937901,52781
Nuevo CAP,Querétaro,20.54699735,-100.2940477,1
INBURSA,Quintana Roo,21.1353215,-86.8248189,34833.89
INBURSA,Quintana Roo,18.4950901,-88.2988159,34833.89
INBURSA,Quintana Roo,20.6258591,-87.0806135,34833.89
PROFUTURO,Quintana Roo,21.1669867,-86.8253105,34833.89
INVERCAP,Quintana Roo,21.1487561,-86.8202318,34833.89
INVERCAP,Quintana Roo,18.4973801,-88.3035975,34833.89
INVERCAP,Quintana Roo,21.1926257,-86.8529985,34833.89
PENSIONISSSTE,Quintana Roo,18.493589,-88.29624,34833.89
PENSIONISSSTE,Quintana Roo,21.153982,-86.838344,34833.89
COPPEL,Quintana Roo,19.1817393,-88.4791376,34833.89
COPPEL,Quintana Roo,21.1665035,-86.8255362,34833.89
COPPEL,Quintana Roo,21.1930858,-86.8335382,34833.89
COPPEL,Quintana Roo,21.179398,-86.8559116,34833.89
COPPEL,Quintana Roo,20.6479481,-87.083342,34833.89
COPPEL,Quintana Roo,20.2114185,-87.4653502,34833.89
COPPEL,Quintana Roo,21.1652753,-86.8170132,34833.89
COPPEL,Quintana Roo,20.5022565,-86.9568643,34833.89
COPPEL,Quintana Roo,21.160439,-86.8261344,34833.89
COPPEL,Quintana Roo,18.5007051,-88.2958691,34833.89
COPPEL,Quintana Roo,19.5822424,-88.0523541,34833.89
SURA,Quintana Roo,21.161908,-86.8515279,34833.89
CITIBANAMEX,Quintana Roo,21.1502219,-86.8255336,34833.89
CITIBANAMEX,Quintana Roo,18.4973801,-88.3035975,34833.89
CITIBANAMEX,Quintana Roo,20.6319633,-87.0733476,34833.89
XXI-BANORTE,Quintana Roo,21.1594209,-86.8255994,34833.89
XXI-BANORTE,Quintana Roo,18.4995667,-88.2961195,34833.89
XXI-BANORTE,Quintana Roo,20.5107925,-86.9483811,34833.89
AZTECA,Quintana Roo,21.1786031,-86.8132472,34833.89
Nuevo CAP,Quintana Roo,20.634966162253665,-87.07648152963121,1
INBURSA,San Luis Potosí,22.1427091,-100.9933079,51087.92
PROFUTURO,San Luis Potosí,22.1430753,-100.9984088,51087.92
INVERCAP,San Luis Potosí,21.9863722,-99.0140045,51087.92
INVERCAP,San Luis Potosí,22.1413971,-100.9987621,51087.92
PENSIONISSSTE,San Luis Potosí,21.9873727,-99.0108345,51087.92
PENSIONISSSTE,San Luis Potosí,22.150445,-100.987531,51087.92
COPPEL,San Luis Potosí,22.1569273,-100.9792128,51087.92
COPPEL,San Luis Potosí,22.1564699,-100.9855409,51087.92
COPPEL,San Luis Potosí,21.9885931,-99.014274,51087.92
COPPEL,San Luis Potosí,22.1565651,-100.9854628,51087.92
COPPEL,San Luis Potosí,22.1509378,-100.9481181,51087.92
COPPEL,San Luis Potosí,23.6467897,-100.6435258,51087.92
COPPEL,San Luis Potosí,22.1544961,-100.9761172,51087.92
COPPEL,San Luis Potosí,22.1205728,-100.9140624,51087.92
COPPEL,San Luis Potosí,23.6523468,-100.6361193,51087.92
COPPEL,San Luis Potosí,21.9302595,-99.9923829,51087.92
COPPEL,San Luis Potosí,23.6481903,-100.6432799,51087.92
COPPEL,San Luis Potosí,21.2542745,-98.7853351,51087.92
SURA,San Luis Potosí,22.1457815,-101.0011912,51087.92
CITIBANAMEX,San Luis Potosí,21.9929201,-99.0116915,51087.92
CITIBANAMEX,San Luis Potosí,22.1492974,-101.0005067,51087.92
XXI-BANORTE,San Luis Potosí,20.0910963,-98.7623874,51087.92
XXI-BANORTE,San Luis Potosí,22.1488514,-101.0056522,51087.92
XXI-BANORTE,San Luis Potosí,22.1473219,-100.9885849,51087.92
AZTECA,San Luis Potosí,22.1507733,-100.9740614,51087.92
Nuevo CAP,San Luis Potosí,22.23509517,-100.4380258,1
INBURSA,Sinaloa,24.7842497,-107.4378647,20119.19
INBURSA,Sinaloa,25.4586777,-108.07765,20119.19
INBURSA,Sinaloa,25.7929096,-108.9888537,20119.19
INBURSA,Sinaloa,23.2213995,-106.4186834,20119.19
PROFUTURO,Sinaloa,24.8090649,-107.3940117,20119.19
PROFUTURO,Sinaloa,23.2355541,-106.4199525,20119.19
INVERCAP,Sinaloa,25.7929096,-108.9888537,20119.19
INVERCAP,Sinaloa,24.8057004,-107.4020238,20119.19
INVERCAP,Sinaloa,23.2172823,-106.4172687,20119.19
PENSIONISSSTE,Sinaloa,24.819809,-107.408358,20119.19
COPPEL,Sinaloa,23.2051184,-106.4199755,20119.19
COPPEL,Sinaloa,24.8059571,-107.4007185,20119.19
COPPEL,Sinaloa,24.7981801,-107.393615,20119.19
COPPEL,Sinaloa,24.794557,-107.4110406,20119.19
COPPEL,Sinaloa,25.5609265,-108.4602464,20119.19
COPPEL,Sinaloa,25.5646923,-108.4631676,20119.19
COPPEL,Sinaloa,25.1721091,-107.4795173,20119.19
COPPEL,Sinaloa,24.8165719,-107.3653002,20119.19
COPPEL,Sinaloa,24.8008389,-107.3912588,20119.19
COPPEL,Sinaloa,23.2017886,-106.4198864,20119.19
COPPEL,Sinaloa,25.7882232,-108.9918022,20119.19
COPPEL,Sinaloa,25.7929096,-108.9888537,20119.19
COPPEL,Sinaloa,23.2043619,-106.4211712,20119.19
COPPEL,Sinaloa,23.2442932,-106.4185033,20119.19
COPPEL,Sinaloa,22.8349781,-105.7749099,20119.19
COPPEL,Sinaloa,24.3207694,-107.3642096,20119.19
COPPEL,Sinaloa,24.8157317,-107.4258193,20119.19
COPPEL,Sinaloa,24.8145422,-107.4006887,20119.19
COPPEL,Sinaloa,25.8013825,-109.013828,20119.19
COPPEL,Sinaloa,24.7553976,-107.4314566,20119.19
COPPEL,Sinaloa,23.9190697,-106.8946839,20119.19
COPPEL,Sinaloa,26.3743407,-108.5344435,20119.19
COPPEL,Sinaloa,25.3668831,-108.1591732,20119.19
COPPEL,Sinaloa,25.4605699,-108.0777229,20119.19
COPPEL,Sinaloa,24.7692337,-107.3716554,20119.19
COPPEL,Sinaloa,25.7808387,-109.0033062,20119.19
COPPEL,Sinaloa,24.8347797,-107.3981568,20119.19
COPPEL,Sinaloa,22.9899737,-105.8547173,20119.19
COPPEL,Sinaloa,24.7699597,-107.4552614,20119.19
COPPEL,Sinaloa,24.7974341,-107.410017,20119.19
COPPEL,Sinaloa,25.5597813,-108.4599523,20119.19
COPPEL,Sinaloa,24.8063668,-107.3960637,20119.19
COPPEL,Sinaloa,25.5666987,-108.4693347,20119.19
COPPEL,Sinaloa,25.8424904,-109.0150722,20119.19
COPPEL,Sinaloa,23.2018071,-106.4206666,20119.19
COPPEL,Sinaloa,24.7667154,-107.698881,20119.19
COPPEL,Sinaloa,23.2297727,-106.4060314,20119.19
COPPEL,Sinaloa,24.7778772,-107.4075295,20119.19
COPPEL,Sinaloa,24.7577476,-107.4289414,20119.19
COPPEL,Sinaloa,24.8354608,-107.3847676,20119.19
COPPEL,Sinaloa,25.9313349,-109.188748,20119.19
COPPEL,Sinaloa,25.4591678,-108.0850603,20119.19
COPPEL,Sinaloa,23.9181325,-106.889136,20119.19
COPPEL,Sinaloa,24.3210161,-107.3634474,20119.19
COPPEL,Sinaloa,25.6593424,-108.6381352,20119.19
COPPEL,Sinaloa,24.8036865,-107.4649866,20119.19
COPPEL,Sinaloa,23.256568,-106.4240701,20119.19
COPPEL,Sinaloa,25.7068307,-108.3407772,20119.19
SURA,Sinaloa,23.2512795,-106.4550732,20119.19
SURA,Sinaloa,25.1721091,-107.4795173,20119.19
SURA,Sinaloa,25.7929096,-108.9888537,20119.19
CITIBANAMEX,Sinaloa,24.8097265,-107.3959338,20119.19
CITIBANAMEX,Sinaloa,24.7935629,-107.4107258,20119.19
CITIBANAMEX,Sinaloa,25.5609265,-108.4602464,20119.19
CITIBANAMEX,Sinaloa,25.7883262,-108.9928795,20119.19
CITIBANAMEX,Sinaloa,25.7955247,-108.9907453,20119.19
CITIBANAMEX,Sinaloa,23.2161169,-106.416314,20119.19
XXI-BANORTE,Sinaloa,24.7957236,-107.3939638,20119.19
XXI-BANORTE,Sinaloa,25.797336,-108.9895089,20119.19
XXI-BANORTE,Sinaloa,23.2334668,-106.4227474,20119.19
XXI-BANORTE,Sinaloa,25.8103565,-108.9802141,20119.19
AZTECA,Sinaloa,24.8090649,-107.3940117,20119.19
Nuevo CAP,Sinaloa,24.7593046,-107.6202105,1
INBURSA,Sonora,27.5011634,-109.9306212,20378.54
INBURSA,Sonora,29.0897822,-110.9871745,20378.54
INBURSA,Sonora,27.9217134,-110.9109967,20378.54
INBURSA,Sonora,27.0692836,-109.451436,20378.54
INBURSA,Sonora,31.3011855,-110.9381047,20378.54
INBURSA,Sonora,32.4557134,-114.7706876,20378.54
PROFUTURO,Sonora,31.2940005,-110.9366139,20378.54
PROFUTURO,Sonora,27.4933605,-109.9303077,20378.54
INVERCAP,Sonora,27.4923307,-109.9347996,20378.54
INVERCAP,Sonora,29.0879782,-110.9812135,20378.54
INVERCAP,Sonora,31.3073285,-110.9439576,20378.54
INVERCAP,Sonora,32.4757048,-114.7766235,20378.54
PENSIONISSSTE,Sonora,29.0680158,-110.9578327,20378.54
PENSIONISSSTE,Sonora,27.4814187,-109.9272276,20378.54
COPPEL,Sonora,27.4920178,-109.9448944,20378.54
COPPEL,Sonora,27.4887483,-109.9331715,20378.54
COPPEL,Sonora,29.0834457,-110.953644,20378.54
COPPEL,Sonora,29.0805452,-110.9534034,20378.54
COPPEL,Sonora,27.9239593,-110.890543,20378.54
COPPEL,Sonora,32.4834145,-114.7825557,20378.54
COPPEL,Sonora,31.3255082,-110.9460922,20378.54
COPPEL,Sonora,27.0733933,-109.4526061,20378.54
COPPEL,Sonora,30.7121226,-112.149076,20378.54
COPPEL,Sonora,29.0980491,-111.0019702,20378.54
COPPEL,Sonora,27.4728483,-109.9291973,20378.54
COPPEL,Sonora,27.9268141,-110.918624,20378.54
COPPEL,Sonora,31.3198837,-110.9463289,20378.54
COPPEL,Sonora,27.9643564,-110.8184453,20378.54
COPPEL,Sonora,29.2972247,-110.3308814,20378.54
COPPEL,Sonora,27.0791961,-109.4436987,20378.54
COPPEL,Sonora,27.4830918,-109.9480044,20378.54
COPPEL,Sonora,29.1363999,-110.9947095,20378.54
COPPEL,Sonora,29.1194537,-110.979443,20378.54
COPPEL,Sonora,31.3251341,-109.5527987,20378.54
COPPEL,Sonora,31.3184041,-113.5398088,20378.54
COPPEL,Sonora,31.3146443,-110.95957,20378.54
COPPEL,Sonora,29.0619602,-110.9283018,20378.54
COPPEL,Sonora,32.4542101,-114.7577136,20378.54
COPPEL,Sonora,28.1531339,-109.9080773,20378.54
COPPEL,Sonora,27.4923307,-109.9347996,20378.54
COPPEL,Sonora,27.9241555,-110.8957047,20378.54
COPPEL,Sonora,31.3254488,-110.9460005,20378.54
COPPEL,Sonora,29.0958157,-110.9312443,20378.54
COPPEL,Sonora,32.4838304,-114.7815854,20378.54
COPPEL,Sonora,30.3739761,-109.6869945,20378.54
COPPEL,Sonora,32.4811342,-114.7786175,20378.54
COPPEL,Sonora,30.714192,-112.1476449,20378.54
COPPEL,Sonora,27.0930684,-109.4471056,20378.54
COPPEL,Sonora,29.0548203,-110.9518097,20378.54
COPPEL,Sonora,27.9361084,-110.9271384,20378.54
COPPEL,Sonora,30.550244,-111.1102247,20378.54
COPPEL,Sonora,29.1159047,-111.0236132,20378.54
COPPEL,Sonora,28.8421307,-111.4792111,20378.54
SURA,Sonora,29.0897822,-110.9871745,20378.54
SURA,Sonora,27.5477224,-109.9453576,20378.54
CITIBANAMEX,Sonora,31.3251341,-109.5527987,20378.54
CITIBANAMEX,Sonora,30.7098928,-112.1500156,20378.54
CITIBANAMEX,Sonora,27.4827729,-109.930367,20378.54
CITIBANAMEX,Sonora,27.9236998,-110.8912186,20378.54
CITIBANAMEX,Sonora,29.0780648,-110.9497651,20378.54
CITIBANAMEX,Sonora,27.0727573,-109.4437493,20378.54
CITIBANAMEX,Sonora,31.3243942,-110.9452832,20378.54
CITIBANAMEX,Sonora,32.4757048,-114.7766235,20378.54
XXI-BANORTE,Sonora,27.4988754,-109.933104,20378.54
XXI-BANORTE,Sonora,29.0834457,-110.953644,20378.54
XXI-BANORTE,Sonora,31.294594,-110.931477,20378.54
XXI-BANORTE,Sonora,27.9240885,-110.8962664,20378.54
PRINCIPAL,Sonora,29.119535,-110.9920412,20378.54
AZTECA,Sonora,29.0555195,-110.9524078,20378.54
Nuevo CAP,Sonora,29.37545883,-111.0890587,1
INBURSA,Tabasco,18.2655423,-93.2269419,42429.46
INBURSA,Tabasco,17.9796221,-92.9588101,42429.46
PROFUTURO,Tabasco,17.9916512,-92.9486163,42429.46
INVERCAP,Tabasco,17.9789038,-92.9404331,42429.46
PENSIONISSSTE,Tabasco,18.000466,-92.925871,42429.46
COPPEL,Tabasco,17.8346726,-92.5309352,42429.46
COPPEL,Tabasco,17.9979116,-92.9238378,42429.46
COPPEL,Tabasco,17.9698344,-92.9693357,42429.46
COPPEL,Tabasco,17.9542261,-93.3681097,42429.46
COPPEL,Tabasco,17.9715761,-92.9571506,42429.46
COPPEL,Tabasco,17.9906105,-93.3754249,42429.46
COPPEL,Tabasco,17.8409173,-92.6189273,42429.46
COPPEL,Tabasco,18.3991275,-93.2118671,42429.46
COPPEL,Tabasco,17.7168461,-92.6040436,42429.46
COPPEL,Tabasco,17.5533807,-92.9474882,42429.46
COPPEL,Tabasco,17.9791126,-92.9232963,42429.46
COPPEL,Tabasco,17.9974713,-92.9223552,42429.46
COPPEL,Tabasco,17.7413194,-91.7820831,42429.46
SURA,Tabasco,17.8409173,-92.6189273,42429.46
CITIBANAMEX,Tabasco,17.9906105,-93.3754249,42429.46
CITIBANAMEX,Tabasco,17.996634,-92.927291,42429.46
CITIBANAMEX,Tabasco,18.0190924,-92.8967052,42429.46
CITIBANAMEX,Tabasco,17.9979116,-92.9238378,42429.46
XXI-BANORTE,Tabasco,17.9747624,-92.9348377,42429.46
XXI-BANORTE,Tabasco,17.9755405,-92.9350761,42429.46
AZTECA,Tabasco,18.001357,-92.916997,42429.46
Nuevo CAP,Tabasco,17.95252354,-92.90237504,1
INBURSA,Tamaulipas,23.744981,-99.128017,24672.27
INBURSA,Tamaulipas,25.8702912,-97.4880506,24672.27
INBURSA,Tamaulipas,26.0719833,-98.2851198,24672.27
INBURSA,Tamaulipas,22.2471522,-97.8731379,24672.27
PROFUTURO,Tamaulipas,26.0625607,-98.3497207,24672.27
PROFUTURO,Tamaulipas,23.7392061,-99.1446529,24672.27
PROFUTURO,Tamaulipas,22.2408806,-97.8708421,24672.27
PROFUTURO,Tamaulipas,27.4670027,-99.5131662,24672.27
INVERCAP,Tamaulipas,26.0902001,-98.2701878,24672.27
INVERCAP,Tamaulipas,22.2355632,-97.8684136,24672.27
INVERCAP,Tamaulipas,23.7126031,-99.1667885,24672.27
PENSIONISSSTE,Tamaulipas,26.073754,-98.318685,24672.27
PENSIONISSSTE,Tamaulipas,23.732046,-99.130071,24672.27
COPPEL,Tamaulipas,22.2143864,-97.8563033,24672.27
COPPEL,Tamaulipas,22.2983724,-97.8756039,24672.27
COPPEL,Tamaulipas,26.0546596,-98.2929098,24672.27
COPPEL,Tamaulipas,26.0760226,-98.3143147,24672.27
