Nombre (AFORE),Estado,latitud,longitud,PEA
COPPEL,Estado de México,19.6695666,-99.1774894,49952.19
COPPEL,Estado de México,19.5086565,-99.0610395,49952.19
COPPEL,Estado de México,19.2782985,-99.5940824,49952.19
COPPEL,Estado de México,19.6180336,-99.0664593,49952.19
COPPEL,Estado de México,19.3136199,-98.8875681,49952.19
COPPEL,Estado de México,19.2779068,-98.9459236,49952.19
COPPEL,Estado de México,19.5682547,-99.044541,49952.19
COPPEL,Estado de México,19.4167053,-98.9065987,49952.19
COPPEL,Estado de México,19.6142161,-99.1804959,49952.19
COPPEL,Estado de México,19.4968732,-99.7232673,49952.19
COPPEL,Estado de México,19.3554896,-98.9825083,49952.19
COPPEL,Estado de México,19.409945,-98.928178,49952.19
COPPEL,Estado de México,19.6179196,-99.0269666,49952.19
COPPEL,Estado de México,19.4029316,-98.9878592,49952.19
COPPEL,Estado de México,18.9582154,-99.5914303,49952.19
COPPEL,Estado de México,19.2875715,-99.5532668,49952.19
COPPEL,Estado de México,19.7122303,-98.9719369,49952.19
COPPEL,Estado de México,19.6430593,-99.1359486,49952.19
COPPEL,Estado de México,19.3042439,-99.0596444,49952.19
COPPEL,Estado de México,19.4021051,-99.0332276,49952.19
COPPEL,Estado de México,19.4276038,-98.9648614,49952.19
COPPEL,Estado de México,19.2634656,-98.8966841,49952.19
COPPEL,Estado de México,19.5665733,-99.7657164,49952.19
COPPEL,Estado de México,19.7974149,-99.1033378,49952.19
COPPEL,Estado de México,19.6025639,-99.0504376,49952.19
COPPEL,Estado de México,19.5774785,-99.0243799,49952.19
COPPEL,Estado de México,19.6508251,-99.258585,49952.19
COPPEL,Estado de México,19.2717274,-98.8901834,49952.19
COPPEL,Estado de México,19.5060382,-98.8831503,49952.19
COPPEL,Estado de México,19.4423709,-98.90177,49952.19
COPPEL,Estado de México,19.5079557,-98.8818793,49952.19
COPPEL,Estado de México,19.1051968,-99.5909956,49952.19
COPPEL,Estado de México,19.6066768,-99.2264973,49952.19
COPPEL,Estado de México,19.6200469,-99.0359727,49952.19
COPPEL,Estado de México,19.7898329,-99.8877818,49952.19
COPPEL,Estado de México,19.6078245,-99.187333,49952.19
COPPEL,Estado de México,18.9042433,-100.1536727,49952.19
COPPEL,Estado de México,19.6233176,-99.3167029,49952.19
COPPEL,Estado de México,19.2621411,-98.8984422,49952.19
COPPEL,Estado de México,19.359979,-98.9769204,49952.19
COPPEL,Estado de México,19.4740328,-99.2328344,49952.19
COPPEL,Estado de México,19.5388867,-99.1935841,49952.19
COPPEL,Estado de México,19.292272,-99.6528632,49952.19
COPPEL,Estado de México,19.2887799,-99.6545601,49952.19
COPPEL,Estado de México,19.709994,-98.9685177,49952.19
COPPEL,Estado de México,19.3946249,-99.0413397,49952.19
COPPEL,Estado de México,19.1272959,-98.7692718,49952.19
COPPEL,Estado de México,19.2757925,-98.8841211,49952.19
COPPEL,Estado de México,19.3131096,-98.8900033,49952.19
COPPEL,Estado de México,19.6805022,-98.995876,49952.19
COPPEL,Estado de México,19.5137221,-98.8850038,49952.19
COPPEL,Estado de México,19.3581802,-98.984202,49952.19
COPPEL,Estado de México,19.6086505,-99.0180765,49952.19
COPPEL,Estado de México,19.7125874,-99.2236019,49952.19
COPPEL,Estado de México,19.6803154,-99.0929046,49952.19
COPPEL,Estado de México,19.5646651,-98.8955634,49952.19
COPPEL,Estado de México,19.1783392,-98.642728,49952.19
COPPEL,Estado de México,19.3284842,-98.9475825,49952.19
COPPEL,Estado de México,19.5956285,-99.0052739,49952.19
COPPEL,Estado de México,19.2884793,-98.9369537,49952.19
COPPEL,Estado de México,19.5622995,-99.2492201,49952.19
COPPEL,Estado de México,19.5185225,-99.1088481,49952.19
COPPEL,Estado de México,19.1776862,-99.4700459,49952.19
COPPEL,Estado de México,19.2859785,-99.5208827,49952.19
COPPEL,Estado de México,19.6707258,-99.1817838,49952.19
COPPEL,Estado de México,19.7531658,-99.1913978,49952.19
COPPEL,Estado de México,19.6533104,-99.0951701,49952.19
COPPEL,Estado de México,19.290081,-99.658708,49952.19
COPPEL,Estado de México,19.5645003,-99.2431456,49952.19
COPPEL,Estado de México,19.5037654,-99.0414727,49952.19
COPPEL,Estado de México,19.5683892,-99.2489455,49952.19
COPPEL,Estado de México,19.5421295,-99.1948807,49952.19
COPPEL,Estado de México,19.631078,-99.1184652,49952.19
COPPEL,Estado de México,19.4587034,-99.2382454,49952.19
COPPEL,Estado de México,19.6365442,-99.3609381,49952.19
COPPEL,Estado de México,19.5974662,-99.0188989,49952.19
COPPEL,Estado de México,19.1401997,-98.7724808,49952.19
COPPEL,Estado de México,19.6807334,-99.0933852,49952.19
COPPEL,Estado de México,19.3501553,-99.5930607,49952.19
COPPEL,Estado de México,19.7694903,-98.9834938,49952.19
COPPEL,Estado de México,19.2577619,-99.5974299,49952.19
COPPEL,Estado de México,19.3697601,-98.9625534,49952.19
COPPEL,Estado de México,19.4587054,-99.2337001,49952.19
COPPEL,Estado de México,19.183328,-99.4689823,49952.19
COPPEL,Estado de México,19.8315796,-99.2082571,49952.19
COPPEL,Estado de México,19.3045671,-98.9536993,49952.19
COPPEL,Estado de México,19.8421699,-99.2414177,49952.19
COPPEL,Estado de México,19.6567742,-99.1183253,49952.19
COPPEL,Estado de México,19.5392472,-99.1946908,49952.19
COPPEL,Estado de México,19.5514091,-99.076155,49952.19
COPPEL,Estado de México,19.4463093,-99.1531572,49952.19
COPPEL,Estado de México,19.6676396,-99.244603,49952.19
COPPEL,Estado de México,19.0345705,-98.7979843,49952.19
COPPEL,Estado de México,19.6861751,-98.8686715,49952.19
COPPEL,Estado de México,19.63388,-99.09686,49952.19
COPPEL,Estado de México,19.5155078,-98.8670163,49952.19
COPPEL,Estado de México,19.4918814,-99.0466405,49952.19
COPPEL,Estado de México,19.7743372,-99.114621,49952.19
COPPEL,Estado de México,19.4121482,-98.9330356,49952.19
COPPEL,Estado de México,19.2679057,-99.646424,49952.19
COPPEL,Estado de México,19.035565,-98.8093064,49952.19
COPPEL,Estado de México,19.6414723,-99.0586132,49952.19
COPPEL,Estado de México,19.3095114,-99.5855178,49952.19
COPPEL,Estado de México,19.5579877,-99.0490829,49952.19
COPPEL,Estado de México,19.957459,-99.5325828,49952.19
COPPEL,Estado de México,19.4167421,-98.9025681,49952.19
COPPEL,Estado de México,19.5442171,-99.0728323,49952.19
COPPEL,Estado de México,19.2903829,-99.7345025,49952.19
SURA,Estado de México,19.6289765,-99.1347017,49952.19
SURA,Estado de México,19.5105351,-99.219672,49952.19
SURA,Estado de México,19.2765715,-99.6359223,49952.19
CITIBANAMEX,Estado de México,19.6696299,-99.1816867,49952.19
CITIBANAMEX,Estado de México,19.652224,-99.2067366,49952.19
CITIBANAMEX,Estado de México,19.6203481,-99.068156,49952.19
CITIBANAMEX,Estado de México,19.5442171,-99.0728323,49952.19
CITIBANAMEX,Estado de México,19.3129436,-98.8839694,49952.19
CITIBANAMEX,Estado de México,19.3005293,-99.5318525,49952.19
CITIBANAMEX,Estado de México,19.4662557,-99.2318821,49952.19
CITIBANAMEX,Estado de México,19.5364154,-99.1954215,49952.19
CITIBANAMEX,Estado de México,19.2842734,-99.6376585,49952.19
CITIBANAMEX,Estado de México,19.2779568,-99.6582244,49952.19
XXI-BANORTE,Estado de México,19.4763974,-99.2252013,49952.19
XXI-BANORTE,Estado de México,19.5300268,-99.0769748,49952.19
XXI-BANORTE,Estado de México,19.5373142,-99.2080629,49952.19
XXI-BANORTE,Estado de México,19.3578827,-98.9893452,49952.19
XXI-BANORTE,Estado de México,19.2880094,-99.6584878,49952.19
XXI-BANORTE,Estado de México,19.6692956,-99.1812806,49952.19
PRINCIPAL,Estado de México,19.467128,-99.223775,49952.19
PRINCIPAL,Estado de México,19.4968732,-99.7232673,49952.19
AZTECA,Estado de México,19.563338,-99.2132549,49952.19
Nuevo CAP,Estado de México,19.431106509649446,-98.95703569968644,1
INBURSA,Guanajuato,20.5201708,-100.798132,35426.58
INBURSA,Guanajuato,21.0311512,-101.8557271,35426.58
INBURSA,Guanajuato,20.6877797,-101.3497098,35426.58
INBURSA,Guanajuato,21.1474282,-101.7027891,35426.58
INBURSA,Guanajuato,21.109618,-101.6904626,35426.58
INBURSA,Guanajuato,20.5836761,-101.2145272,35426.58
INBURSA,Guanajuato,20.9039532,-100.7278496,35426.58
PROFUTURO,Guanajuato,20.6890382,-101.3604809,35426.58
PROFUTURO,Guanajuato,21.1039438,-101.6486946,35426.58
PROFUTURO,Guanajuato,20.5192027,-100.8316224,35426.58
INVERCAP,Guanajuato,20.5281876,-100.8066376,35426.58
INVERCAP,Guanajuato,20.6892914,-101.3552688,35426.58
INVERCAP,Guanajuato,21.1193238,-101.6640547,35426.58
INVERCAP,Guanajuato,20.5721858,-101.1999657,35426.58
PENSIONISSSTE,Guanajuato,20.532269,-100.827153,35426.58
COPPEL,Guanajuato,21.1199343,-101.6832585,35426.58
COPPEL,Guanajuato,20.5197463,-100.8104069,35426.58
COPPEL,Guanajuato,20.6715483,-101.3481142,35426.58
COPPEL,Guanajuato,21.099633,-101.6354555,35426.58
COPPEL,Guanajuato,21.1211701,-101.6826359,35426.58
COPPEL,Guanajuato,21.1245091,-101.6827693,35426.58
COPPEL,Guanajuato,20.5229269,-100.8378541,35426.58
COPPEL,Guanajuato,21.1317337,-101.6586372,35426.58
COPPEL,Guanajuato,20.4856969,-100.9627273,35426.58
COPPEL,Guanajuato,21.0162182,-101.8582995,35426.58
COPPEL,Guanajuato,20.0305956,-100.7208391,35426.58
COPPEL,Guanajuato,21.1059274,-101.7004453,35426.58
COPPEL,Guanajuato,20.3927907,-101.181152,35426.58
COPPEL,Guanajuato,20.6714496,-101.3716302,35426.58
COPPEL,Guanajuato,21.1426828,-101.6380239,35426.58
COPPEL,Guanajuato,20.5749201,-101.1995037,35426.58
COPPEL,Guanajuato,20.6754983,-101.3404467,35426.58
COPPEL,Guanajuato,21.0821629,-101.6410483,35426.58
COPPEL,Guanajuato,20.9435213,-101.425398,35426.58
COPPEL,Guanajuato,21.1583917,-100.9326698,35426.58
COPPEL,Guanajuato,20.5262035,-100.8484653,35426.58
COPPEL,Guanajuato,20.4298196,-101.723577,35426.58
COPPEL,Guanajuato,21.2973139,-100.5260149,35426.58
COPPEL,Guanajuato,21.0206629,-101.2587114,35426.58
COPPEL,Guanajuato,20.1193202,-101.1767913,35426.58
COPPEL,Guanajuato,20.5203446,-100.8155201,35426.58
COPPEL,Guanajuato,20.570326,-101.1995528,35426.58
COPPEL,Guanajuato,21.0174609,-101.2569467,35426.58
COPPEL,Guanajuato,20.3940037,-101.1820767,35426.58
COPPEL,Guanajuato,20.578068,-101.2154967,35426.58
COPPEL,Guanajuato,20.484853,-100.9631193,35426.58
COPPEL,Guanajuato,20.0315193,-100.7203767,35426.58
COPPEL,Guanajuato,20.459571,-101.529684,35426.58
COPPEL,Guanajuato,20.6756743,-101.3421197,35426.58
COPPEL,Guanajuato,21.1221046,-101.6861823,35426.58
COPPEL,Guanajuato,20.1331139,-101.1880162,35426.58
COPPEL,Guanajuato,20.6431079,-100.9891788,35426.58
COPPEL,Guanajuato,21.1580386,-100.9359799,35426.58
COPPEL,Guanajuato,21.1460754,-101.6479787,35426.58
COPPEL,Guanajuato,20.8721811,-101.5157705,35426.58
COPPEL,Guanajuato,20.3738191,-101.0644358,35426.58
COPPEL,Guanajuato,20.621632,-101.6698299,35426.58
COPPEL,Guanajuato,20.9118333,-100.7407895,35426.58
COPPEL,Guanajuato,20.4846205,-100.9623328,35426.58
COPPEL,Guanajuato,20.2115927,-100.8793258,35426.58
COPPEL,Guanajuato,21.0047235,-100.3813291,35426.58
COPPEL,Guanajuato,20.5446948,-100.6844284,35426.58
COPPEL,Guanajuato,20.5568822,-101.2023556,35426.58
COPPEL,Guanajuato,21.1758747,-101.6640771,35426.58
COPPEL,Guanajuato,20.9170187,-101.1617356,35426.58
COPPEL,Guanajuato,20.643933,-100.9935281,35426.58
SURA,Guanajuato,20.5081789,-100.8156698,35426.58
SURA,Guanajuato,21.1616182,-101.6943475,35426.58
CITIBANAMEX,Guanajuato,20.5190186,-100.8315226,35426.58
CITIBANAMEX,Guanajuato,21.0167018,-101.2561431,35426.58
CITIBANAMEX,Guanajuato,21.0173288,-101.2553015,35426.58
CITIBANAMEX,Guanajuato,21.1248955,-101.6809276,35426.58
XXI-BANORTE,Guanajuato,20.5203446,-100.8155201,35426.58
XXI-BANORTE,Guanajuato,21.0128123,-101.261732,35426.58
XXI-BANORTE,Guanajuato,20.6895292,-101.3544332,35426.58
XXI-BANORTE,Guanajuato,21.1476788,-101.6859711,35426.58
XXI-BANORTE,Guanajuato,21.1333162,-101.6876081,35426.58
XXI-BANORTE,Guanajuato,20.5870169,-101.1865127,35426.58
PRINCIPAL,Guanajuato,21.1557371,-101.7053482,35426.58
AZTECA,Guanajuato,20.5245763,-100.812148,35426.58
Nuevo CAP,Guanajuato,20.75308397,-101.2356545,1
INBURSA,Guerrero,16.8537801,-99.8570544,50493.16
INBURSA,Guerrero,17.5420436,-99.5012095,50493.16
INBURSA,Guerrero,18.3453603,-99.536755,50493.16
INBURSA,Guerrero,17.6426434,-101.5546468,50493.16
PROFUTURO,Guerrero,16.8567136,-99.8627858,50493.16
INVERCAP,Guerrero,16.8615142,-99.8742704,50493.16
PENSIONISSSTE,Guerrero,16.85402,-99.857197,50493.16
COPPEL,Guerrero,17.4391926,-99.5450974,50493.16
COPPEL,Guerrero,17.5433824,-99.50157,50493.16
COPPEL,Guerrero,16.9051744,-99.8260711,50493.16
COPPEL,Guerrero,17.6426434,-101.5546468,50493.16
COPPEL,Guerrero,16.8579672,-99.9156031,50493.16
COPPEL,Guerrero,16.8911414,-99.8347274,50493.16
COPPEL,Guerrero,18.3415785,-99.5279741,50493.16
COPPEL,Guerrero,18.5526654,-99.6027784,50493.16
COPPEL,Guerrero,16.8529936,-99.9062524,50493.16
COPPEL,Guerrero,17.5539614,-99.502004,50493.16
COPPEL,Guerrero,18.3439789,-99.5384606,50493.16
COPPEL,Guerrero,17.6549661,-99.5252856,50493.16
COPPEL,Guerrero,18.3450068,-99.5303868,50493.16
COPPEL,Guerrero,17.6920477,-101.5816534,50493.16
COPPEL,Guerrero,16.8558901,-99.9015731,50493.16
COPPEL,Guerrero,16.8296228,-99.8132833,50493.16
COPPEL,Guerrero,18.3653839,-99.8658847,50493.16
SURA,Guerrero,16.8562483,-99.8603807,50493.16
CITIBANAMEX,Guerrero,16.8568073,-99.900984,50493.16
CITIBANAMEX,Guerrero,17.5522448,-99.5020257,50493.16
CITIBANAMEX,Guerrero,18.3453603,-99.536755,50493.16
CITIBANAMEX,Guerrero,17.6920477,-101.5816534,50493.16
XXI-BANORTE,Guerrero,16.8576852,-99.9045044,50493.16
AZTECA,Guerrero,16.8555974,-99.9019677,50493.16
Nuevo CAP,Guerrero,17.49176347,-99.95172987,1
INBURSA,Hidalgo,20.1147327,-98.7468829,44472.12
INBURSA,Hidalgo,20.0559901,-99.3344059,44472.12
PROFUTURO,Hidalgo,20.0969247,-98.7782809,44472.12
INVERCAP,Hidalgo,20.1216178,-98.7375765,44472.12
PENSIONISSSTE,Hidalgo,20.116257,-98.742239,44472.12
COPPEL,Hidalgo,20.0983505,-98.7614208,44472.12
COPPEL,Hidalgo,20.0577539,-99.3437247,44472.12
COPPEL,Hidalgo,20.4848596,-99.2156513,44472.12
COPPEL,Hidalgo,20.0789062,-98.3673585,44472.12
COPPEL,Hidalgo,20.0904802,-98.3690922,44472.12
COPPEL,Hidalgo,20.0550447,-98.7818879,44472.12
COPPEL,Hidalgo,19.8368691,-98.97993,44472.12
COPPEL,Hidalgo,19.6481902,-98.5452503,44472.12
COPPEL,Hidalgo,19.9069132,-99.3388701,44472.12
COPPEL,Hidalgo,20.4728852,-99.2091288,44472.12
COPPEL,Hidalgo,20.1277981,-98.7311895,44472.12
COPPEL,Hidalgo,20.0843785,-98.3692634,44472.12
COPPEL,Hidalgo,20.0830074,-98.3674194,44472.12
COPPEL,Hidalgo,19.8432177,-98.9776727,44472.12
COPPEL,Hidalgo,19.9765739,-99.4439678,44472.12
COPPEL,Hidalgo,20.248063,-99.189182,44472.12
COPPEL,Hidalgo,20.2756405,-98.9526541,44472.12
COPPEL,Hidalgo,20.1243666,-98.7357274,44472.12
COPPEL,Hidalgo,20.0922815,-99.2210179,44472.12
COPPEL,Hidalgo,21.1426954,-98.4138851,44472.12
SURA,Hidalgo,20.1131141,-98.7446817,44472.12
CITIBANAMEX,Hidalgo,20.1086742,-98.7556136,44472.12
CITIBANAMEX,Hidalgo,19.8436177,-98.9776255,44472.12
CITIBANAMEX,Hidalgo,20.0571095,-99.3402472,44472.12
CITIBANAMEX,Hidalgo,20.1090033,-98.3522788,44472.12
XXI-BANORTE,Hidalgo,20.113227,-98.7468476,44472.12
XXI-BANORTE,Hidalgo,20.112525,-98.747931,44472.12
AZTECA,Hidalgo,20.1288684,-98.7314691,44472.12
Nuevo CAP,Hidalgo,20.12107354,-98.8571534,1
INBURSA,Jalisco,20.6741879,-103.3780165,42800.66
INBURSA,Jalisco,20.6595382,-103.3494376,42800.66
INBURSA,Jalisco,20.6410799,-103.4021213,42800.66
INBURSA,Jalisco,20.6725573,-105.2497679,42800.66
INBURSA,Jalisco,20.8012387,-102.7630322,42800.66
PROFUTURO,Jalisco,20.6332499,-103.4265687,42800.66
PROFUTURO,Jalisco,20.6763341,-103.3688637,42800.66
INVERCAP,Jalisco,20.7060102,-102.3432705,42800.66
INVERCAP,Jalisco,20.6740234,-103.3735354,42800.66
INVERCAP,Jalisco,20.6661685,-103.3946754,42800.66
INVERCAP,Jalisco,20.349885,-102.7738548,42800.66
INVERCAP,Jalisco,20.6290814,-105.2290342,42800.66
INVERCAP,Jalisco,20.8140885,-102.7604165,42800.66
INVERCAP,Jalisco,20.6215171,-103.4227233,42800.66
PENSIONISSSTE,Jalisco,20.6630626,-103.2965445,42800.66
PENSIONISSSTE,Jalisco,20.684962,-103.347374,42800.66
COPPEL,Jalisco,20.6328078,-105.2299459,42800.66
COPPEL,Jalisco,21.3614464,-101.9209228,42800.66
COPPEL,Jalisco,20.6250841,-103.3065131,42800.66
COPPEL,Jalisco,20.6595382,-103.3494376,42800.66
COPPEL,Jalisco,20.7228513,-103.3910645,42800.66
COPPEL,Jalisco,20.6866131,-103.3507872,42800.66
COPPEL,Jalisco,20.7195443,-103.3196241,42800.66
COPPEL,Jalisco,20.674257,-103.3500652,42800.66
COPPEL,Jalisco,20.6562232,-103.4326187,42800.66
COPPEL,Jalisco,20.5469141,-104.0466657,42800.66
COPPEL,Jalisco,20.6381008,-103.3081996,42800.66
COPPEL,Jalisco,20.6122932,-103.3415581,42800.66
COPPEL,Jalisco,20.6310104,-103.2667988,42800.66
COPPEL,Jalisco,20.7208648,-103.3458239,42800.66
COPPEL,Jalisco,19.7033963,-103.4675589,42800.66
COPPEL,Jalisco,20.6098697,-105.2333768,42800.66
COPPEL,Jalisco,20.8062059,-102.7567119,42800.66
COPPEL,Jalisco,20.623146,-103.3941706,42800.66
COPPEL,Jalisco,20.5272053,-103.3784948,42800.66
COPPEL,Jalisco,21.2422158,-102.3334576,42800.66
COPPEL,Jalisco,20.53572,-103.47486,42800.66
COPPEL,Jalisco,19.2377398,-104.5604063,42800.66
COPPEL,Jalisco,20.7054346,-102.3460017,42800.66
COPPEL,Jalisco,20.7325445,-103.4512176,42800.66
COPPEL,Jalisco,20.6733827,-103.2771703,42800.66
COPPEL,Jalisco,20.6041421,-103.4011497,42800.66
COPPEL,Jalisco,20.7012328,-103.3226345,42800.66
COPPEL,Jalisco,20.6582608,-103.3730455,42800.66
COPPEL,Jalisco,20.6589851,-103.3399585,42800.66
COPPEL,Jalisco,20.6749935,-103.3484422,42800.66
COPPEL,Jalisco,19.9159317,-103.0205293,42800.66
COPPEL,Jalisco,20.6820247,-103.3161386,42800.66
COPPEL,Jalisco,20.6948571,-103.2976811,42800.66
COPPEL,Jalisco,21.3540813,-101.9376597,42800.66
COPPEL,Jalisco,20.301495,-103.1897943,42800.66
COPPEL,Jalisco,20.7157879,-103.3211682,42800.66
COPPEL,Jalisco,20.7262794,-103.3683799,42800.66
COPPEL,Jalisco,20.8832248,-103.8359139,42800.66
COPPEL,Jalisco,20.6248382,-103.2422247,42800.66
COPPEL,Jalisco,20.630061,-103.3768492,42800.66
COPPEL,Jalisco,21.01381,-102.1832854,42800.66
COPPEL,Jalisco,20.612323,-103.2855357,42800.66
COPPEL,Jalisco,19.5572679,-103.3789461,42800.66
COPPEL,Jalisco,20.704769,-103.316395,42800.66
COPPEL,Jalisco,20.7074095,-102.3478193,42800.66
COPPEL,Jalisco,20.677551,-103.34887,42800.66
COPPEL,Jalisco,20.4746338,-103.4475643,42800.66
COPPEL,Jalisco,20.349885,-102.7738548,42800.66
COPPEL,Jalisco,20.740074,-103.387465,42800.66
COPPEL,Jalisco,20.679381,-103.2830847,42800.66
COPPEL,Jalisco,19.7705672,-104.3673939,42800.66
COPPEL,Jalisco,20.6423209,-103.4491338,42800.66
COPPEL,Jalisco,20.6338918,-103.3998437,42800.66
COPPEL,Jalisco,20.6410009,-105.2180181,42800.66
COPPEL,Jalisco,20.6396692,-103.3255216,42800.66
COPPEL,Jalisco,20.5259239,-103.3862151,42800.66
COPPEL,Jalisco,19.8044132,-104.215728,42800.66
SURA,Jalisco,20.674257,-103.3500652,42800.66
SURA,Jalisco,20.650445,-103.3982187,42800.66
SURA,Jalisco,20.6346736,-105.231914,42800.66
CITIBANAMEX,Jalisco,19.695379,-103.4687718,42800.66
CITIBANAMEX,Jalisco,20.649944,-103.3604875,42800.66
CITIBANAMEX,Jalisco,20.6446545,-103.3377993,42800.66
CITIBANAMEX,Jalisco,20.6743433,-103.3664002,42800.66
CITIBANAMEX,Jalisco,21.3543984,-101.9300375,42800.66
CITIBANAMEX,Jalisco,20.349885,-102.7738548,42800.66
CITIBANAMEX,Jalisco,20.6098697,-105.2333768,42800.66
CITIBANAMEX,Jalisco,20.8188002,-102.7623586,42800.66
CITIBANAMEX,Jalisco,20.7219463,-103.3938629,42800.66
XXI-BANORTE,Jalisco,20.6972328,-103.3745031,42800.66
XXI-BANORTE,Jalisco,20.689097,-103.3284089,42800.66
XXI-BANORTE,Jalisco,20.6418559,-105.220897,42800.66
XXI-BANORTE,Jalisco,20.674223,-103.3696945,42800.66
PRINCIPAL,Jalisco,20.6788119,-103.3720654,42800.66
AZTECA,Jalisco,20.60552,-103.40016,42800.66
Nuevo CAP,Jalisco,20.59897814,-103.4032638,1
INBURSA,Michoacán,20.3451951,-102.0287046,39627.23
INBURSA,Michoacán,17.9613698,-102.2040301,39627.23
INBURSA,Michoacán,19.6883139,-101.1527555,39627.23
INBURSA,Michoacán,19.6924483,-101.1709378,39627.23
INBURSA,Michoacán,19.4021482,-102.0550606,39627.23
INBURSA,Michoacán,19.9749948,-102.2868472,39627.23
PROFUTURO,Michoacán,19.6905182,-101.1769064,39627.23
INVERCAP,Michoacán,17.9936223,-102.2346121,39627.23
INVERCAP,Michoacán,19.6942188,-101.1707654,39627.23
INVERCAP,Michoacán,19.41154,-102.0528836,39627.23
INVERCAP,Michoacán,19.9854468,-102.2849146,39627.23
PENSIONISSSTE,Michoacán,19.728099,-101.223281,39627.23
COPPEL,Michoacán,19.6954869,-101.1912034,39627.23
COPPEL,Michoacán,19.9694544,-102.2981115,39627.23
COPPEL,Michoacán,19.4183166,-102.0685985,39627.23
COPPEL,Michoacán,19.7000556,-101.191465,39627.23
COPPEL,Michoacán,17.9642506,-102.2002184,39627.23
COPPEL,Michoacán,19.0835342,-102.3559978,39627.23
COPPEL,Michoacán,19.9852032,-102.2819318,39627.23
COPPEL,Michoacán,19.7025966,-101.2123022,39627.23
COPPEL,Michoacán,17.9725781,-102.2151166,39627.23
COPPEL,Michoacán,19.8173322,-101.7908387,39627.23
COPPEL,Michoacán,19.4357959,-100.3566756,39627.23
COPPEL,Michoacán,19.4177483,-102.0444555,39627.23
COPPEL,Michoacán,19.0861495,-102.3535466,39627.23
COPPEL,Michoacán,20.34141,-102.0219572,39627.23
COPPEL,Michoacán,19.7008719,-101.1901436,39627.23
COPPEL,Michoacán,19.9839689,-102.2864056,39627.23
COPPEL,Michoacán,19.5155913,-101.6115112,39627.23
COPPEL,Michoacán,19.5665192,-101.7068294,39627.23
COPPEL,Michoacán,19.9371769,-102.3206069,39627.23
COPPEL,Michoacán,19.2353668,-101.4580497,39627.23
COPPEL,Michoacán,20.0564093,-102.7185395,39627.23
COPPEL,Michoacán,17.9820771,-102.350467,39627.23
COPPEL,Michoacán,19.5142457,-101.6096064,39627.23
COPPEL,Michoacán,19.5303246,-101.6103014,39627.23
COPPEL,Michoacán,19.6878797,-100.5509713,39627.23
COPPEL,Michoacán,19.6628216,-101.5195232,39627.23
COPPEL,Michoacán,19.7224742,-101.1913582,39627.23
COPPEL,Michoacán,19.8884278,-100.4402706,39627.23
COPPEL,Michoacán,19.6822827,-101.1795214,39627.23
COPPEL,Michoacán,19.1899326,-102.8452564,39627.23
SURA,Michoacán,17.962664,-102.1997444,39627.23
SURA,Michoacán,19.6871393,-101.1621927,39627.23
SURA,Michoacán,19.4032874,-102.0552933,39627.23
SURA,Michoacán,19.9806804,-102.2910491,39627.23
CITIBANAMEX,Michoacán,20.339267,-102.0232798,39627.23
CITIBANAMEX,Michoacán,17.958135,-102.1957286,39627.23
CITIBANAMEX,Michoacán,19.7030247,-101.1910083,39627.23
CITIBANAMEX,Michoacán,19.4149956,-102.0664724,39627.23
CITIBANAMEX,Michoacán,19.4176377,-102.0253745,39627.23
CITIBANAMEX,Michoacán,19.9849131,-102.2873874,39627.23
XXI-BANORTE,Michoacán,19.694378,-101.171049,39627.23
XXI-BANORTE,Michoacán,19.6828175,-101.1671804,39627.23
XXI-BANORTE,Michoacán,19.9369271,-102.3212761,39627.23
AZTECA,Michoacán,19.6952931,-101.1880836,39627.23
Nuevo CAP,Michoacán,19.49139154,-101.7490633,1
INBURSA,Morelos,18.9339388,-99.213336,40967.57
PROFUTURO,Morelos,18.9242095,-99.2215659,40967.57
INVERCAP,Morelos,18.9178359,-99.2190675,40967.57
PENSIONISSSTE,Morelos,18.924411,-99.217665,40967.57
COPPEL,Morelos,18.9203462,-99.2356048,40967.57
COPPEL,Morelos,18.9273228,-99.2312328,40967.57
COPPEL,Morelos,18.8125806,-98.9510551,40967.57
COPPEL,Morelos,18.8975416,-99.1698766,40967.57
COPPEL,Morelos,18.8122899,-98.9552722,40967.57
COPPEL,Morelos,18.9234676,-99.2347823,40967.57
COPPEL,Morelos,18.8664165,-99.2093114,40967.57
COPPEL,Morelos,18.8274866,-98.9465872,40967.57
COPPEL,Morelos,18.8873414,-99.0612383,40967.57
COPPEL,Morelos,18.6531057,-99.1941884,40967.57
COPPEL,Morelos,18.8182393,-99.2329468,40967.57
COPPEL,Morelos,18.6112909,-99.1802147,40967.57
SURA,Morelos,18.9590176,-99.238057,40967.57
CITIBANAMEX,Morelos,18.8135046,-98.953516,40967.57
CITIBANAMEX,Morelos,18.9251059,-99.2358532,40967.57
XXI-BANORTE,Morelos,18.9184209,-99.2338226,40967.57
AZTECA,Morelos,18.9243369,-99.220109,40967.57
Nuevo CAP,Morelos,18.85397475,-99.14973862,1
INBURSA,Nayarit,21.5095414,-104.8870776,32701.05
PROFUTURO,Nayarit,21.5034347,-104.892566,32701.05
INVERCAP,Nayarit,21.5077564,-104.8912821,32701.05
PENSIONISSSTE,Nayarit,21.507202,-104.900549,32701.05
COPPEL,Nayarit,21.5159476,-104.8909807,32701.05
COPPEL,Nayarit,21.8092961,-105.2092423,32701.05
COPPEL,Nayarit,21.496865,-104.8829524,32701.05
